2698007284	,
2698001571	,
2697825383	,
2697779662	,
2697753592	,
2697520291	,
2697513989	,
2697469035	,
2697328795	,
2697293265	,
2697286242	,
2697152958	,
2697145592	,
2697012307	,
2696887145	,
2696866039	,
2696849324	,
2696653847	,
2696364735	,
2696354964	,
2696339888	,
2696211913	,
2696179288	,
2696096448	,
2696051881	,
2695873723	,
2695817799	,
2694598181	,
2694564645	,
2694401992	,
2694379576	,
2694155497	,
2693953676	,
2693913520	,
2693639841	,
2693579519	,
2693236919	,
2693230725	,
2693136437	,
2693111421	,
2692848522	,
2692837416	,
2692700942	,
2692459192	,
2692414054	,
2691907293	,
2689326889	,
2689230158	,
2689155997	,
2689085333	,
2688952424	,
2688847502	,
2688716112	,
2688612834	,
2688446220	,
2688418577	,
2688274128	,
2688089398	,
2687953451	,
2687941374	,
2687910745	,
2687546970	,
2687472997	,
2687301005	,
2687294866	,
2686674757	,
2686601967	,
2685781546	,
2685775563	,
2685774299	,
2685757265	,
2685753148	,
2685750064	,
2685741788	,
2685607000	,
2685192056	,
2683933635	,
2683919719	,
2683910512	,
2683906319	,
2683899250	,
2683892483	,
2683138994	,
2678889403	,
2678861853	,
2678524488	,
2678457874	,
2678447063	,
2678020780	,
2677729054	,
2677655148	,
2677623376	,
2675716434	,
2675624913	,
2675448233	,
2675158885	,
2675125967	,
2674826430	,
2674362888	,
2674345454	,
2674276319	,
2674091442	,
2673884396	,
2673754510	,
2673473612	,
2673275874	,
2673262059	,
2673100018	,
2672969275	,
2672941809	,
2672807440	,
2672786309	,
2672681241	,
2672611841	,
2672552758	,
2672277227	,
2669527841	,
2669501791	,
2669089728	,
2668762996	,
2668569336	,
2668282818	,
2667347045	,
2666036437	,
2665497359	,
2665161664	,
2663492682	,
2663255279	,
2661376023	,
2660647600	,
2660415309	,
2659987196	,
2657724546	,
2655829275	,
2652243612	,
2651279936	,
2649658970	,
2649370873	,
2648087551	,
2646480261	,
2646262685	,
2646016136	,
2645989931	,
2645774018	,
2641633618	,
2641571281	,
2639367678	,
2639361186	,
2632803303	,
2629592703	,
2629189059	,
2621223057	,
2621115331	,
2621012267	,
2621005802	,
2620999293	,
2620992878	,
2619397124	,
2619266929	,
2618584796	,
2616104024	,
2616096457	,
2616092299	,
2611235671	,
2610345823	,
2608379940	,
2601456351	,
2598476525	,
2598103939	,
2598088055	,
2598082255	,
2598076593	,
2598024158	,
2586140436	,
2585924001	,
2584160296	,
2584122404	,
2583973465	,
2583935814	,
2583898320	,
2583876251	,
2583839622	,
2583799572	,
2583756190	,
2582418260	,
2582336536	,
2582319123	,
2582254596	,
2582232326	,
2582212304	,
2582134833	,
2582126205	,
2582106010	,
2582101294	,
2582060259	,
2581979278	,
2581884409	,
2581831737	,
2581763649	,
2581750825	,
2581733791	,
2581684523	,
2581662666	,
2581527748	,
2581513584	,
2581493561	,
2581457967	,
2581401562	,
2581331550	,
2581296302	,
2581262190	,
2581222731	,
2581211127	,
2581193713	,
2581147004	,
2581133132	,
2581028779	,
2580860102	,
2580786137	,
2580765422	,
2580661584	,
2580636864	,
2580597448	,
2580584828	,
2580560642	,
2580336125	,
2580284486	,
2580273793	,
2580167588	,
2580107186	,
2580018258	,
2579953723	,
2579937147	,
2579873329	,
2578030580	,
2577078718	,
2576953480	,
2576871774	,
2576313111	,
2576287122	,
2575992597	,
2575775223	,
2575689370	,
2575579073	,
2575440110	,
2575292120	,
2575226387	,
2575072825	,
2574600807	,
2574415530	,
2574105351	,
2573940530	,
2571864713	,
2566235141	,
2552010173	,
2510627957	,
2546101054	,
2539971144	,
2584144830	,
2693002347	,
2741793696	,
2741787395	,
2583861927	,
2511855973	,
2559382116	,
2571641277	,
2649748138	,
2580077201	,
2511076998	,
2659186493	,
2702719446	,
2573904484	,
2571625077	,
2566229065	,
2551837736	,
2510635543	,
2736077085	,
2736092815	,
2573786863	,
2571326143	,
2566223000	,
2549714957	,
2510642274	,
2688096037	,
2584116624	,
2662179144	,
2573677195	,
2571008665	,
2566216945	,
2546650881	,
2510648910	,
2654883258	,
2736607770	,
2692249826	,
2580883709	,
2579792310	,
2572052084	,
2577669697	,
2573654928	,
2570900720	,
2566210867	,
2546117586	,
2510655575	,
2741737884	,
2741725108	,
2741730682	,
2573568351	,
2570882518	,
2563772465	,
2546104539	,
2511930395	,
2741987989	,
2685768515	,
2741982313	,
2573414568	,
2570823611	,
2563665963	,
2505324235	,
2736602469	,
2516494205	,
2573329652	,
2570504620	,
2563017767	,
2505351342	,
2535014058	,
2519164195	,
2573237872	,
2570439660	,
2563011271	,
2507357598	,
2670512139	,
2520994924	,
2573161921	,
2570389258	,
2559653207	,
2507370014	,
2573228996	,
2525594425	,
2572963981	,
2569611304	,
2558605386	,
2507377831	,
2571795813	,
2529814381	,
2572874551	,
2569367146	,
2558594817	,
2507392071	,
2702682655	,
2531666082	,
2572781000	,
2569320504	,
2558560574	,
2510579597	,
2531672959	,
2510662375	,
2736578104	,
2572809000	,
2688934517	,
2572493353	,
2569279574	,
2558514247	,
2510584967	,
2535007850	,
2582176392	,
2674173886	,
2572402056	,
2569062064	,
2556076545	,
2510592933	,
2741917807	,
2537631957	,
2572347706	,
2568824016	,
2555219322	,
2510598048	,
2678282255	,
2540475284	,
2574094303	,
2572042739	,
2568739129	,
2555186786	,
2510612784	,
2618428413	,
2540677005	,
2501812906	,
2647397101	,
2568563321	,
2570074608	,
2638655543	,
2669727753	,
2501847283	,
2502834636	,
2674895036	,
2744646872	,
638746676	,
638752845	,
639188693	,
2688102289	,
2706453525	,
2510616920	,
2573339458	,
2583966563	,
2641710018	,
2663295108	,
2744806345	,
2688763903	,
2660639354	,
2665512221	
