Gene.ID,Genome.ID
2734193368,2731958020
2734201047,2731958021
2734207932,2731958022
2734212500,2731958023
2734219918,2731958024
2734229140,2731958025
2734232078,2731958026
2734240169,2731958027
2734244184,2731958028
2734249479,2731958029
2734259309,2731958030
2734262770,2731958031
2734267150,2731958032
2734273322,2731958033
2734282094,2731958034
2734289133,2731958035
2736405585,2734482494
2736411284,2734482495
2736413989,2734482496
2736418934,2734482497
2736428781,2734482498
2736433694,2734482499
2736438958,2734482500
2736446272,2734482501
2736450416,2734482502
2736457278,2734482503
2736462344,2734482504
2736467821,2734482505
2736477871,2734482506
2736480201,2734482507
2736488461,2734482508
2736493493,2734482509
2736497039,2734482510
2736504911,2734482511
2736511539,2734482512
2736517541,2734482513
2736522964,2734482514
2736529808,2734482515
2736534267,2734482516
2736541293,2734482517
2736620150,2734482529
639323050,639279310
2546099921,2545824565
2580593869,2579778696
2546110900,2545824567
2558733474,2558309120
2663371367,2660238684
2546651395,2545824744
2569370855,2568526245
2572876534,2571042540
2582256870,2579779091
2673473536,2671180611
2689152282,2687453531
2702625977,2700989434
2702652240,2700989438
2707147809,2706794515
2736618472,2734482528
2552307561,2551306212
2575722471,2574180134
2575728339,2574180135
2582145582,2579779066
2609992540,2609459787
2719172388,2718217881
2563018359,2562617104
2572805952,2571042519
2581733966,2579778965
2583872559,2582580909
2649661796,2648501374
2688897197,2687453465
2741692680,2740892052
2741700713,2740892053
2741708341,2740892054
2741712498,2740892055
2741717863,2740892056
2741768367,2740892064
2741853933,2740892078
2741861829,2740892079
2741867856,2740892080
647020999,647000299
2563147635,2562617129
2645977413,2645727558
2568743360,2568526052
2573416878,2571042699
2581403968,2579778887
2685773565,2684622814
2702640554,2700989436
2741939395,2740892092
2741944920,2740892093
2741951651,2740892094
2568820189,2568526079
2573652782,2571042769
2581458880,2579778898
2569324207,2568526231
2570070780,2568526461
2580275467,2579778617
2659981686,2657245692
2688843592,2687453452
2725203430,2724679040
2570498710,2568526595
2573787100,2571042807
2575577165,2574180090
2571004970,2568526744
2580898019,2579778766
2621119719,2619619250
2641629774,2639763011
2687937309,2687453225
2725310128,2724679066
2725776621,2724679180
2571322062,2571042077
2582131621,2579779064
2621222434,2619619278
2648087945,2645728046
2677998199,2675903445
2703130304,2700989539
2736068976,2734482398
2571655047,2571042179
2572707325,2571042490
2572782529,2571042514
2575851756,2574180171
2580558160,2579778687
2655475109,2654587704
2689179850,2687453536
2573232243,2571042644
2580168296,2579778594
2582338045,2579779110
2645773485,2645727511
2655827270,2654587800
2575070747,2574179945
2579794435,2579778504
2580105378,2579778580
2581517577,2579778912
2685606335,2684622761
2688098442,2687453263
2741789462,2740892067
2741795765,2740892068
638751084,638341158
2576313639,2574180297
2580639029,2579778704
2581213059,2579778841
2581030037,2579778799
2581272908,2579778855
2630192525,2627854093
2581833910,2579778987
2581880307,2579779000
2585923483,2585427615
2598103389,2597489954
2608383313,2606217733
2641706846,2639763030
2744806428,2744054570
2646263988,2645727626
2647122539,2645727823
2649222589,2648501267
2677355747,2675903282
2647895134,2645728003
2670671639,2667528072
2685607434,2684622762
2736060816,2734482396
2685762239,2684622812
2741481006,2740892010
2685780678,2684622815
2741475828,2740892009
2686598305,2684623051
2688930547,2687453472
2689323210,2687453571
2702656307,2700989439
2703121073,2700989537
2703123705,2700989538
2718757524,2718217765
2720515156,2718218206
2720661402,2718218242
2720957932,2718218317
2721167854,2718218367
2721418449,2718218427
2723539194,2721755680
2724057378,2721755813
2725442189,2724679100
2725447422,2724679101
2731102306,2728369622
2736554532,2734482519
2736562125,2734482520
2736573493,2734482521
2741874703,2740892081
2741880946,2740892082
2741886923,2740892083
2741892016,2740892084
2741898794,2740892085
2741904297,2740892086
2741909100,2740892087
2744645205,2744054530
2572043587,2571042301
2677731204,2675903378
2611392181,2609460090
2696846131,2695420633
2501814057,2501799902
2507371673,2507262021
2507381988,2507262023
2507389195,2507262024
2510590245,2510461025
2510610110,2510461028
2510632440,2510461031
2510661880,2510461035
2510668885,2510461036
2571007164,2568526744
2598025785,2597489934
2611392135,2609460090
2639369422,2636416114
2645772659,2645727511
2665506725,2663763067
2669522283,2667527795
2683138290,2681813165
2510654931,2510461034
2586142020,2585427671
2501848796,2501846300
2502834147,2502790010
2510587984,2510461025
2510668515,2510461036
2519451959,2519103093
2520994760,2519899785
2546113007,2545824567
2546122299,2545824568
2552014524,2551306150
2555187279,2554235218
2555215405,2554235224
2563769596,2563366717
2569283678,2568526219
2570441106,2568526577
2570897433,2568526712
2571645324,2571042176
2572962484,2571042564
2573906096,2571042843
2575993224,2574180211
2581221251,2579778843
2581492098,2579778907
2581683052,2579778953
2581767797,2579778972
2582098639,2579779057
2582317915,2579779106
2583761079,2582580883
2583804000,2582580893
2598025784,2597489934
2598481370,2597490142
2618582510,2617271040
2641576537,2639762996
2645772658,2645727511
2647395908,2645727884
2654881396,2654587563
2666035083,2663763194
2668764231,2667527606
2669085027,2667527692
2669525427,2667527795
2685766322,2684622813
2685785513,2684622816
2687909183,2687453218
2688087886,2687453261
2688714526,2687453418
2688846006,2687453452
2689083742,2687453514
2702381494,2700989384
2702621918,2700989433
2725443388,2724679100
2725448726,2724679101
2729060007,2728369079
2734291196,2731958036
2736604271,2734482526
2741743099,2740892060
2741749757,2740892061
2741979008,2740892099
2741986358,2740892100
639190109,638341161
2505326915,2505313002
2505349196,2505313005
2507368283,2507262021
2510593529,2510461026
2510616195,2510461029
2510637288,2510461032
2529813264,2529292743
2531667139,2529293227
2531675130,2529293228
2539965017,2537562154
2539968918,2537562155
2546109005,2545824566
2550947016,2548877050
2551841588,2551306114
2558737171,2558309120
2559649876,2558860367
2563667393,2563366590
2569610170,2568526317
2571794852,2571042222
2572050606,2571042302
2573566888,2571042745
2574599335,2574179807
2575778569,2574180151
2576289610,2574180290
2576872471,2576861003
2576952041,2576861022
2577665443,2576861223
2579936973,2579778540
2580018490,2579778558
2580562122,2579778688
2580583320,2579778693
2580787645,2579778739
2580882401,2579778761
2581192037,2579778838
2581297222,2579778860
2581329281,2579778868
2581752467,2579778970
2581984546,2579779027
2582110437,2579779059
2582178911,2579779074
2582419739,2579779132
2583896710,2582580913
2583967763,2582580927
2584148094,2582580982
2584165281,2582580985
2598083715,2597489950
2598089515,2597489951
2598105427,2597489954
2608384526,2606217733
2611391530,2609460090
2619398856,2617271286
2620993269,2619619219
2621000762,2619619220
2629190426,2627853842
2639362819,2636416113
2641632120,2639763011
2641710970,2639763030
2646478764,2645727675
2649366143,2648501304
2663375759,2660238684
2663495778,2660238714
2668568535,2667527556
2669499249,2667527790
2670515223,2667528033
2672282782,2671180317
2673264072,2671180558
2674172389,2671180784
2674892604,2671180955
2685190469,2684622643
2685743179,2684622809
2685751325,2684622811
2685771106,2684622814
2685778420,2684622815
2686978741,2684623148
2687293336,2684623234
2688444729,2687453356
2688611367,2687453394
2689228506,2687453547
2689325412,2687453571
2707596073,2706794599
2718759844,2718217765
2720517475,2718218206
2720663722,2718218242
2720960251,2718218317
2721170175,2718218367
2721421312,2718218427
2723170685,2721755590
2723541519,2721755680
2724059698,2721755813
2725162230,2724679032
2725191391,2724679038
2725309646,2724679066
2725322970,2724679068
2736086448,2734482400
2736096745,2734482402
2736581630,2734482523
2736607229,2734482527
2741467741,2740892008
2741471716,2740892009
2741822278,2740892073
2741830771,2740892074
2741837017,2740892075
2741844680,2740892076
2741847209,2740892077
2741935777,2740892092
2741941467,2740892093
2741947738,2740892094
2741952793,2740892095
2741964426,2740892096
2741966931,2740892097
2741976256,2740892098
2744804950,2744054570
637052815,637000218
638748228,638341158
2507375123,2507262022
2510603845,2510461027
2511078572,2510917011
2513458106,2513237054
2516495714,2516493000
2519165700,2519103020
2529806544,2529292742
2535005165,2534681678
2535010934,2534681679
2540480964,2540341042
2540675539,2540341118
2541807022,2541047093
2546102600,2545824565
2546649373,2545824744
2549709718,2548876757
2554815168,2554235132
2556075017,2554235471
2558609735,2558309082
2563014941,2562617103
2568567827,2568526011
2568822392,2568526079
2569060526,2568526153
2569321984,2568526231
2569368651,2568526245
2570073176,2568526461
2570825085,2568526692
2571324644,2571042077
2572351395,2571042380
2572491795,2571042424
2572704118,2571042490
2573160325,2571042625
2573227370,2571042644
2573236312,2571042646
2573341829,2571042676
2573413085,2571042699
2573650561,2571042769
2574031265,2571042881
2574093062,2571042900
2574103894,2571042902
2574418497,2574179764
2575075987,2574179945
2575224928,2574179988
2575288542,2574180006
2576420509,2574180328
2577083987,2576861056
2579790882,2579778504
2579958413,2579778545
2580078976,2579778572
2580127991,2579778585
2580136702,2579778586
2580172882,2579778594
2580271661,2579778617
2580283109,2579778620
2580435817,2579778655
2580595985,2579778696
2580666231,2579778711
2580862035,2579778756
2581027309,2579778799
2581124669,2579778822
2581260697,2579778853
2581404735,2579778887
2581453273,2579778897
2581459875,2579778898
2581515189,2579778912
2581581700,2579778927
2581661188,2579778948
2581883602,2579779000
2581948302,2579779017
2582063162,2579779047
2582210942,2579779083
2582235914,2579779087
2582253091,2579779091
2582334939,2579779110
2582455257,2579779140
2583806624,2582580894
2583863392,2582580907
2583874683,2582580909
2583880886,2582580910
2583935583,2582580921
2583947193,2582580923
2583970398,2582580928
2584121607,2582580977
2610347928,2609459869
2611206673,2609460049
2611234885,2609460055
2616093445,2615840571
2616098459,2615840572
2616105170,2615840573
2619265102,2617271249
2621117200,2619619250
2621224029,2619619278
2629594222,2627853942
2629675112,2627853962
2638654042,2636415941
2640769206,2639762801
2646017739,2645727567
2646238151,2645727620
2648087286,2645728046
2651700121,2648501891
2655449515,2654587699
2655825319,2654587800
2659985157,2657245692
2660648791,2660238005
2661374608,2660238192
2661685022,2660238266
2662184286,2660238384
2666020877,2663763191
2667260997,2663763493
2667349280,2663763518
2668281307,2667527464
2669021452,2667527676
2669732265,2667527847
2669951062,2667527901
2672287138,2671180318
2672550253,2671180382
2672607356,2671180397
2672677075,2671180414
2672784613,2671180440
2672806415,2671180445
2672940375,2671180478
2672968500,2671180484
2673097963,2671180515
2673274342,2671180560
2673470294,2671180611
2673754312,2671180678
2673883376,2671180708
2674089179,2671180760
2674272031,2671180811
2674343442,2671180825
2674366804,2671180829
2674824375,2671180937
2675128351,2671181014
2675159343,2671181021
2675443733,2671181088
2675626903,2671181129
2675665765,2671181137
2675716967,2671181149
2677624177,2675903353
2677651367,2675903363
2677728757,2675903378
2678020458,2675903450
2678279931,2675903518
2678459789,2675903567
2678522767,2675903584
2678859395,2675903669
